Class,precision,recall,f1-score,support,Classifier,Config_IMG_WIDTH,Config_IMG_HEIGHT,Config_BATCH_SIZE,Config_EPOCHS,Config_SEED,Config_DATASET,Config_train_data_dir,Config_validation_data_dir,Config_k,Config_num_iterations,Config_learning_rate,Config_regularization,Config_batch_size,Config_num_models,Config_mse_threshold,Config_attack_type,Config_evaluation,Config_source_class,Config_target_class,Config_steps_per_epoch_train,Config_steps_per_epoch_val
Class 40,0.6212121212121212,0.09927360774818401,0.17118997912317327,413.0,Logistic Regression,30,30,32,10,42,GTSRB,./datasets/gtsrb/train,./datasets/gtsrb/val,5,10,0.001,0.01,128,10,0.1,pgd,Clean,3,7,857,367
Class 41,0.3076923076923077,0.018957345971563982,0.03571428571428572,422.0,Logistic Regression,30,30,32,10,42,GTSRB,./datasets/gtsrb/train,./datasets/gtsrb/val,5,10,0.001,0.01,128,10,0.1,pgd,Clean,3,7,857,367
Class 42,0.46464646464646464,0.2154566744730679,0.2944,427.0,Logistic Regression,30,30,32,10,42,GTSRB,./datasets/gtsrb/train,./datasets/gtsrb/val,5,10,0.001,0.01,128,10,0.1,pgd,Clean,3,7,857,367
accuracy,0.40369550408719346,0.40369550408719346,0.40369550408719346,0.40369550408719346,Logistic Regression,30,30,32,10,42,GTSRB,./datasets/gtsrb/train,./datasets/gtsrb/val,5,10,0.001,0.01,128,10,0.1,pgd,Clean,3,7,857,367
macro avg,0.36851539597375216,0.2370007702105158,0.22021221022104925,11744.0,Logistic Regression,30,30,32,10,42,GTSRB,./datasets/gtsrb/train,./datasets/gtsrb/val,5,10,0.001,0.01,128,10,0.1,pgd,Clean,3,7,857,367
weighted avg,0.4198498313260227,0.40369550408719346,0.33983689950187834,11744.0,Logistic Regression,30,30,32,10,42,GTSRB,./datasets/gtsrb/train,./datasets/gtsrb/val,5,10,0.001,0.01,128,10,0.1,pgd,Clean,3,7,857,367
Class 0,0.0,0.0,0.0,64.0,Logistic Regression,30,30,32,10,42,GTSRB,./datasets/gtsrb/train,./datasets/gtsrb/val,5,50,0.001,0.01,64,10,0.1,pgd,Clean,3,7,857,367
Class 1,0.3452950558213716,0.656060606060606,0.45245559038662486,660.0,Logistic Regression,30,30,32,10,42,GTSRB,./datasets/gtsrb/train,./datasets/gtsrb/val,5,50,0.001,0.01,64,10,0.1,pgd,Clean,3,7,857,367
Class 2,0.2337468982630273,0.7609046849757674,0.357630979498861,619.0,Logistic Regression,30,30,32,10,42,GTSRB,./datasets/gtsrb/train,./datasets/gtsrb/val,5,50,0.001,0.01,64,10,0.1,pgd,Clean,3,7,857,367
Class 3,0.49160671462829736,0.5229591836734694,0.5067985166872683,392.0,Logistic Regression,30,30,32,10,42,GTSRB,./datasets/gtsrb/train,./datasets/gtsrb/val,5,50,0.001,0.01,64,10,0.1,pgd,Clean,3,7,857,367
Class 4,0.8063241106719368,0.9488372093023256,0.8717948717948718,645.0,Logistic Regression,30,30,32,10,42,GTSRB,./datasets/gtsrb/train,./datasets/gtsrb/val,5,50,0.001,0.01,64,10,0.1,pgd,Clean,3,7,857,367
Class 5,0.7451984635083226,0.8967642526964561,0.813986013986014,649.0,Logistic Regression,30,30,32,10,42,GTSRB,./datasets/gtsrb/train,./datasets/gtsrb/val,5,50,0.001,0.01,64,10,0.1,pgd,Clean,3,7,857,367
Class 6,0.4835164835164835,0.17886178861788618,0.26112759643916916,246.0,Logistic Regression,30,30,32,10,42,GTSRB,./datasets/gtsrb/train,./datasets/gtsrb/val,5,50,0.001,0.01,64,10,0.1,pgd,Clean,3,7,857,367
Class 7,0.5675675675675675,0.10714285714285714,0.18025751072961374,196.0,Logistic Regression,30,30,32,10,42,GTSRB,./datasets/gtsrb/train,./datasets/gtsrb/val,5,50,0.001,0.01,64,10,0.1,pgd,Clean,3,7,857,367
Class 8,0.0,0.0,0.0,125.0,Logistic Regression,30,30,32,10,42,GTSRB,./datasets/gtsrb/train,./datasets/gtsrb/val,5,50,0.001,0.01,64,10,0.1,pgd,Clean,3,7,857,367
Class 9,0.5730994152046783,0.8724035608308606,0.691764705882353,337.0,Logistic Regression,30,30,32,10,42,GTSRB,./datasets/gtsrb/train,./datasets/gtsrb/val,5,50,0.001,0.01,64,10,0.1,pgd,Clean,3,7,857,367
Class 10,0.49246231155778897,0.5444444444444444,0.5171503957783641,360.0,Logistic Regression,30,30,32,10,42,GTSRB,./datasets/gtsrb/train,./datasets/gtsrb/val,5,50,0.001,0.01,64,10,0.1,pgd,Clean,3,7,857,367
Class 11,1.0,0.15,0.2608695652173913,60.0,Logistic Regression,30,30,32,10,42,GTSRB,./datasets/gtsrb/train,./datasets/gtsrb/val,5,50,0.001,0.01,64,10,0.1,pgd,Clean,3,7,857,367
Class 12,0.5328947368421053,0.11637931034482758,0.1910377358490566,696.0,Logistic Regression,30,30,32,10,42,GTSRB,./datasets/gtsrb/train,./datasets/gtsrb/val,5,50,0.001,0.01,64,10,0.1,pgd,Clean,3,7,857,367
Class 13,0.0,0.0,0.0,89.0,Logistic Regression,30,30,32,10,42,GTSRB,./datasets/gtsrb/train,./datasets/gtsrb/val,5,50,0.001,0.01,64,10,0.1,pgd,Clean,3,7,857,367
Class 14,0.0,0.0,0.0,113.0,Logistic Regression,30,30,32,10,42,GTSRB,./datasets/gtsrb/train,./datasets/gtsrb/val,5,50,0.001,0.01,64,10,0.1,pgd,Clean,3,7,857,367
Class 15,0.35,0.07446808510638298,0.12280701754385964,94.0,Logistic Regression,30,30,32,10,42,GTSRB,./datasets/gtsrb/train,./datasets/gtsrb/val,5,50,0.001,0.01,64,10,0.1,pgd,Clean,3,7,857,367
Class 16,1.0,0.006944444444444444,0.013793103448275862,144.0,Logistic Regression,30,30,32,10,42,GTSRB,./datasets/gtsrb/train,./datasets/gtsrb/val,5,50,0.001,0.01,64,10,0.1,pgd,Clean,3,7,857,367
Class 17,0.0,0.0,0.0,76.0,Logistic Regression,30,30,32,10,42,GTSRB,./datasets/gtsrb/train,./datasets/gtsrb/val,5,50,0.001,0.01,64,10,0.1,pgd,Clean,3,7,857,367
Class 18,0.28820960698689957,0.15034168564920272,0.19760479041916168,439.0,Logistic Regression,30,30,32,10,42,GTSRB,./datasets/gtsrb/train,./datasets/gtsrb/val,5,50,0.001,0.01,64,10,0.1,pgd,Clean,3,7,857,367
Class 19,0.6,0.372972972972973,0.46,185.0,Logistic Regression,30,30,32,10,42,GTSRB,./datasets/gtsrb/train,./datasets/gtsrb/val,5,50,0.001,0.01,64,10,0.1,pgd,Clean,3,7,857,367
Class 20,0.0,0.0,0.0,70.0,Logistic Regression,30,30,32,10,42,GTSRB,./datasets/gtsrb/train,./datasets/gtsrb/val,5,50,0.001,0.01,64,10,0.1,pgd,Clean,3,7,857,367
Class 21,0.0,0.0,0.0,163.0,Logistic Regression,30,30,32,10,42,GTSRB,./datasets/gtsrb/train,./datasets/gtsrb/val,5,50,0.001,0.01,64,10,0.1,pgd,Clean,3,7,857,367
Class 22,0.0,0.0,0.0,76.0,Logistic Regression,30,30,32,10,42,GTSRB,./datasets/gtsrb/train,./datasets/gtsrb/val,5,50,0.001,0.01,64,10,0.1,pgd,Clean,3,7,857,367
Class 23,0.15106951871657753,0.2749391727493917,0.19499568593615185,411.0,Logistic Regression,30,30,32,10,42,GTSRB,./datasets/gtsrb/train,./datasets/gtsrb/val,5,50,0.001,0.01,64,10,0.1,pgd,Clean,3,7,857,367
Class 24,0.30097087378640774,0.23308270676691728,0.2627118644067796,133.0,Logistic Regression,30,30,32,10,42,GTSRB,./datasets/gtsrb/train,./datasets/gtsrb/val,5,50,0.001,0.01,64,10,0.1,pgd,Clean,3,7,857,367
Class 25,0.3853211009174312,0.175,0.2406876790830946,240.0,Logistic Regression,30,30,32,10,42,GTSRB,./datasets/gtsrb/train,./datasets/gtsrb/val,5,50,0.001,0.01,64,10,0.1,pgd,Clean,3,7,857,367
Class 26,0.0,0.0,0.0,74.0,Logistic Regression,30,30,32,10,42,GTSRB,./datasets/gtsrb/train,./datasets/gtsrb/val,5,50,0.001,0.01,64,10,0.1,pgd,Clean,3,7,857,367
Class 27,0.7307692307692307,0.08962264150943396,0.15966386554621848,212.0,Logistic Regression,30,30,32,10,42,GTSRB,./datasets/gtsrb/train,./datasets/gtsrb/val,5,50,0.001,0.01,64,10,0.1,pgd,Clean,3,7,857,367
Class 28,0.9090909090909091,0.07407407407407407,0.136986301369863,135.0,Logistic Regression,30,30,32,10,42,GTSRB,./datasets/gtsrb/train,./datasets/gtsrb/val,5,50,0.001,0.01,64,10,0.1,pgd,Clean,3,7,857,367
Class 29,0.5833333333333334,0.806970509383378,0.6771653543307087,373.0,Logistic Regression,30,30,32,10,42,GTSRB,./datasets/gtsrb/train,./datasets/gtsrb/val,5,50,0.001,0.01,64,10,0.1,pgd,Clean,3,7,857,367
Class 30,0.25,0.007936507936507936,0.015384615384615385,126.0,Logistic Regression,30,30,32,10,42,GTSRB,./datasets/gtsrb/train,./datasets/gtsrb/val,5,50,0.001,0.01,64,10,0.1,pgd,Clean,3,7,857,367
Class 31,0.0,0.0,0.0,67.0,Logistic Regression,30,30,32,10,42,GTSRB,./datasets/gtsrb/train,./datasets/gtsrb/val,5,50,0.001,0.01,64,10,0.1,pgd,Clean,3,7,857,367
Class 32,0.4612310151878497,0.9202551834130781,0.6144834930777422,627.0,Logistic Regression,30,30,32,10,42,GTSRB,./datasets/gtsrb/train,./datasets/gtsrb/val,5,50,0.001,0.01,64,10,0.1,pgd,Clean,3,7,857,367
Class 33,0.0,0.0,0.0,83.0,Logistic Regression,30,30,32,10,42,GTSRB,./datasets/gtsrb/train,./datasets/gtsrb/val,5,50,0.001,0.01,64,10,0.1,pgd,Clean,3,7,857,367
Class 34,0.22418879056047197,0.6301824212271974,0.3307223672758921,603.0,Logistic Regression,30,30,32,10,42,GTSRB,./datasets/gtsrb/train,./datasets/gtsrb/val,5,50,0.001,0.01,64,10,0.1,pgd,Clean,3,7,857,367
Class 35,1.0,0.1782178217821782,0.3025210084033613,101.0,Logistic Regression,30,30,32,10,42,GTSRB,./datasets/gtsrb/train,./datasets/gtsrb/val,5,50,0.001,0.01,64,10,0.1,pgd,Clean,3,7,857,367
Class 36,0.5333333333333333,0.21621621621621623,0.3076923076923077,74.0,Logistic Regression,30,30,32,10,42,GTSRB,./datasets/gtsrb/train,./datasets/gtsrb/val,5,50,0.001,0.01,64,10,0.1,pgd,Clean,3,7,857,367
Class 37,0.0,0.0,0.0,50.0,Logistic Regression,30,30,32,10,42,GTSRB,./datasets/gtsrb/train,./datasets/gtsrb/val,5,50,0.001,0.01,64,10,0.1,pgd,Clean,3,7,857,367
Class 38,0.10909090909090909,0.0216998191681736,0.03619909502262443,553.0,Logistic Regression,30,30,32,10,42,GTSRB,./datasets/gtsrb/train,./datasets/gtsrb/val,5,50,0.001,0.01,64,10,0.1,pgd,Clean,3,7,857,367
Class 39,1.0,0.03278688524590164,0.06349206349206349,122.0,Logistic Regression,30,30,32,10,42,GTSRB,./datasets/gtsrb/train,./datasets/gtsrb/val,5,50,0.001,0.01,64,10,0.1,pgd,Clean,3,7,857,367
Class 40,0.5747126436781609,0.12106537530266344,0.2,413.0,Logistic Regression,30,30,32,10,42,GTSRB,./datasets/gtsrb/train,./datasets/gtsrb/val,5,50,0.001,0.01,64,10,0.1,pgd,Clean,3,7,857,367
Class 41,0.2608695652173913,0.014218009478672985,0.02696629213483146,422.0,Logistic Regression,30,30,32,10,42,GTSRB,./datasets/gtsrb/train,./datasets/gtsrb/val,5,50,0.001,0.01,64,10,0.1,pgd,Clean,3,7,857,367
Class 42,0.4744186046511628,0.2388758782201405,0.3177570093457944,427.0,Logistic Regression,30,30,32,10,42,GTSRB,./datasets/gtsrb/train,./datasets/gtsrb/val,5,50,0.001,0.01,64,10,0.1,pgd,Clean,3,7,857,367
accuracy,0.4064202997275204,0.4064202997275204,0.4064202997275204,0.4064202997275204,Logistic Regression,30,30,32,10,42,GTSRB,./datasets/gtsrb/train,./datasets/gtsrb/val,5,50,0.001,0.01,64,10,0.1,pgd,Clean,3,7,857,367
macro avg,0.3827516556488755,0.24173554206363784,0.22759319525960306,11744.0,Logistic Regression,30,30,32,10,42,GTSRB,./datasets/gtsrb/train,./datasets/gtsrb/val,5,50,0.001,0.01,64,10,0.1,pgd,Clean,3,7,857,367
weighted avg,0.42859807864147376,0.4064202997275204,0.34377318913869137,11744.0,Logistic Regression,30,30,32,10,42,GTSRB,./datasets/gtsrb/train,./datasets/gtsrb/val,5,50,0.001,0.01,64,10,0.1,pgd,Clean,3,7,857,367
Class 0,0.0,0.0,0.0,64.0,Logistic Regression,30,30,32,4,42,GTSRB,./datasets/gtsrb/train,./datasets/gtsrb/val,5,10,0.001,0.01,64,5,0.1,pgd,Clean,3,7,857,367
Class 1,0.3284950343773873,0.6515151515151515,0.4367699339766379,660.0,Logistic Regression,30,30,32,4,42,GTSRB,./datasets/gtsrb/train,./datasets/gtsrb/val,5,10,0.001,0.01,64,5,0.1,pgd,Clean,3,7,857,367
Class 2,0.23140900195694716,0.7641357027463651,0.35523845287269995,619.0,Logistic Regression,30,30,32,4,42,GTSRB,./datasets/gtsrb/train,./datasets/gtsrb/val,5,10,0.001,0.01,64,5,0.1,pgd,Clean,3,7,857,367
Class 3,0.46403712296983757,0.5102040816326531,0.48602673147023084,392.0,Logistic Regression,30,30,32,4,42,GTSRB,./datasets/gtsrb/train,./datasets/gtsrb/val,5,10,0.001,0.01,64,5,0.1,pgd,Clean,3,7,857,367
Class 4,0.7883116883116883,0.9410852713178295,0.8579505300353357,645.0,Logistic Regression,30,30,32,4,42,GTSRB,./datasets/gtsrb/train,./datasets/gtsrb/val,5,10,0.001,0.01,64,5,0.1,pgd,Clean,3,7,857,367
Class 5,0.7385204081632653,0.8921417565485362,0.8080949057920447,649.0,Logistic Regression,30,30,32,4,42,GTSRB,./datasets/gtsrb/train,./datasets/gtsrb/val,5,10,0.001,0.01,64,5,0.1,pgd,Clean,3,7,857,367
Class 6,0.5172413793103449,0.24390243902439024,0.3314917127071823,246.0,Logistic Regression,30,30,32,4,42,GTSRB,./datasets/gtsrb/train,./datasets/gtsrb/val,5,10,0.001,0.01,64,5,0.1,pgd,Clean,3,7,857,367
Class 7,0.6363636363636364,0.07142857142857142,0.12844036697247707,196.0,Logistic Regression,30,30,32,4,42,GTSRB,./datasets/gtsrb/train,./datasets/gtsrb/val,5,10,0.001,0.01,64,5,0.1,pgd,Clean,3,7,857,367
Class 8,0.5,0.008,0.015748031496062992,125.0,Logistic Regression,30,30,32,4,42,GTSRB,./datasets/gtsrb/train,./datasets/gtsrb/val,5,10,0.001,0.01,64,5,0.1,pgd,Clean,3,7,857,367
Class 9,0.5811088295687885,0.8397626112759644,0.6868932038834952,337.0,Logistic Regression,30,30,32,4,42,GTSRB,./datasets/gtsrb/train,./datasets/gtsrb/val,5,10,0.001,0.01,64,5,0.1,pgd,Clean,3,7,857,367
Class 10,0.5163043478260869,0.5277777777777778,0.521978021978022,360.0,Logistic Regression,30,30,32,4,42,GTSRB,./datasets/gtsrb/train,./datasets/gtsrb/val,5,10,0.001,0.01,64,5,0.1,pgd,Clean,3,7,857,367
Class 11,1.0,0.016666666666666666,0.03278688524590164,60.0,Logistic Regression,30,30,32,4,42,GTSRB,./datasets/gtsrb/train,./datasets/gtsrb/val,5,10,0.001,0.01,64,5,0.1,pgd,Clean,3,7,857,367
Class 12,0.4941860465116279,0.1221264367816092,0.195852534562212,696.0,Logistic Regression,30,30,32,4,42,GTSRB,./datasets/gtsrb/train,./datasets/gtsrb/val,5,10,0.001,0.01,64,5,0.1,pgd,Clean,3,7,857,367
Class 13,0.0,0.0,0.0,89.0,Logistic Regression,30,30,32,4,42,GTSRB,./datasets/gtsrb/train,./datasets/gtsrb/val,5,10,0.001,0.01,64,5,0.1,pgd,Clean,3,7,857,367
Class 14,0.5,0.008849557522123894,0.017391304347826087,113.0,Logistic Regression,30,30,32,4,42,GTSRB,./datasets/gtsrb/train,./datasets/gtsrb/val,5,10,0.001,0.01,64,5,0.1,pgd,Clean,3,7,857,367
Class 15,0.26666666666666666,0.0425531914893617,0.07339449541284404,94.0,Logistic Regression,30,30,32,4,42,GTSRB,./datasets/gtsrb/train,./datasets/gtsrb/val,5,10,0.001,0.01,64,5,0.1,pgd,Clean,3,7,857,367
Class 16,0.0,0.0,0.0,144.0,Logistic Regression,30,30,32,4,42,GTSRB,./datasets/gtsrb/train,./datasets/gtsrb/val,5,10,0.001,0.01,64,5,0.1,pgd,Clean,3,7,857,367
Class 17,0.0,0.0,0.0,76.0,Logistic Regression,30,30,32,4,42,GTSRB,./datasets/gtsrb/train,./datasets/gtsrb/val,5,10,0.001,0.01,64,5,0.1,pgd,Clean,3,7,857,367
Class 18,0.2838427947598253,0.1480637813211845,0.19461077844311378,439.0,Logistic Regression,30,30,32,4,42,GTSRB,./datasets/gtsrb/train,./datasets/gtsrb/val,5,10,0.001,0.01,64,5,0.1,pgd,Clean,3,7,857,367
Class 19,0.4915254237288136,0.31351351351351353,0.38283828382838286,185.0,Logistic Regression,30,30,32,4,42,GTSRB,./datasets/gtsrb/train,./datasets/gtsrb/val,5,10,0.001,0.01,64,5,0.1,pgd,Clean,3,7,857,367
Class 20,0.0,0.0,0.0,70.0,Logistic Regression,30,30,32,4,42,GTSRB,./datasets/gtsrb/train,./datasets/gtsrb/val,5,10,0.001,0.01,64,5,0.1,pgd,Clean,3,7,857,367
Class 21,0.0,0.0,0.0,163.0,Logistic Regression,30,30,32,4,42,GTSRB,./datasets/gtsrb/train,./datasets/gtsrb/val,5,10,0.001,0.01,64,5,0.1,pgd,Clean,3,7,857,367
Class 22,0.0,0.0,0.0,76.0,Logistic Regression,30,30,32,4,42,GTSRB,./datasets/gtsrb/train,./datasets/gtsrb/val,5,10,0.001,0.01,64,5,0.1,pgd,Clean,3,7,857,367
Class 23,0.15256410256410258,0.2895377128953771,0.1998320738874895,411.0,Logistic Regression,30,30,32,4,42,GTSRB,./datasets/gtsrb/train,./datasets/gtsrb/val,5,10,0.001,0.01,64,5,0.1,pgd,Clean,3,7,857,367
Class 24,0.34408602150537637,0.24060150375939848,0.2831858407079646,133.0,Logistic Regression,30,30,32,4,42,GTSRB,./datasets/gtsrb/train,./datasets/gtsrb/val,5,10,0.001,0.01,64,5,0.1,pgd,Clean,3,7,857,367
Class 25,0.3786407766990291,0.1625,0.22740524781341107,240.0,Logistic Regression,30,30,32,4,42,GTSRB,./datasets/gtsrb/train,./datasets/gtsrb/val,5,10,0.001,0.01,64,5,0.1,pgd,Clean,3,7,857,367
Class 26,1.0,0.013513513513513514,0.02666666666666667,74.0,Logistic Regression,30,30,32,4,42,GTSRB,./datasets/gtsrb/train,./datasets/gtsrb/val,5,10,0.001,0.01,64,5,0.1,pgd,Clean,3,7,857,367
Class 27,0.8214285714285714,0.10849056603773585,0.19166666666666668,212.0,Logistic Regression,30,30,32,4,42,GTSRB,./datasets/gtsrb/train,./datasets/gtsrb/val,5,10,0.001,0.01,64,5,0.1,pgd,Clean,3,7,857,367
Class 28,0.9090909090909091,0.07407407407407407,0.136986301369863,135.0,Logistic Regression,30,30,32,4,42,GTSRB,./datasets/gtsrb/train,./datasets/gtsrb/val,5,10,0.001,0.01,64,5,0.1,pgd,Clean,3,7,857,367
Class 29,0.6068548387096774,0.806970509383378,0.6927502876869965,373.0,Logistic Regression,30,30,32,4,42,GTSRB,./datasets/gtsrb/train,./datasets/gtsrb/val,5,10,0.001,0.01,64,5,0.1,pgd,Clean,3,7,857,367
Class 30,0.0,0.0,0.0,126.0,Logistic Regression,30,30,32,4,42,GTSRB,./datasets/gtsrb/train,./datasets/gtsrb/val,5,10,0.001,0.01,64,5,0.1,pgd,Clean,3,7,857,367
Class 31,0.0,0.0,0.0,67.0,Logistic Regression,30,30,32,4,42,GTSRB,./datasets/gtsrb/train,./datasets/gtsrb/val,5,10,0.001,0.01,64,5,0.1,pgd,Clean,3,7,857,367
Class 32,0.4518167456556082,0.9122807017543859,0.6043317485472794,627.0,Logistic Regression,30,30,32,4,42,GTSRB,./datasets/gtsrb/train,./datasets/gtsrb/val,5,10,0.001,0.01,64,5,0.1,pgd,Clean,3,7,857,367
Class 33,0.0,0.0,0.0,83.0,Logistic Regression,30,30,32,4,42,GTSRB,./datasets/gtsrb/train,./datasets/gtsrb/val,5,10,0.001,0.01,64,5,0.1,pgd,Clean,3,7,857,367
Class 34,0.21516646115906288,0.5787728026533997,0.3137078651685393,603.0,Logistic Regression,30,30,32,4,42,GTSRB,./datasets/gtsrb/train,./datasets/gtsrb/val,5,10,0.001,0.01,64,5,0.1,pgd,Clean,3,7,857,367
Class 35,1.0,0.10891089108910891,0.19642857142857142,101.0,Logistic Regression,30,30,32,4,42,GTSRB,./datasets/gtsrb/train,./datasets/gtsrb/val,5,10,0.001,0.01,64,5,0.1,pgd,Clean,3,7,857,367
Class 36,0.5714285714285714,0.21621621621621623,0.3137254901960784,74.0,Logistic Regression,30,30,32,4,42,GTSRB,./datasets/gtsrb/train,./datasets/gtsrb/val,5,10,0.001,0.01,64,5,0.1,pgd,Clean,3,7,857,367
Class 37,0.0,0.0,0.0,50.0,Logistic Regression,30,30,32,4,42,GTSRB,./datasets/gtsrb/train,./datasets/gtsrb/val,5,10,0.001,0.01,64,5,0.1,pgd,Clean,3,7,857,367
Class 38,0.12605042016806722,0.027124773960216998,0.044642857142857144,553.0,Logistic Regression,30,30,32,4,42,GTSRB,./datasets/gtsrb/train,./datasets/gtsrb/val,5,10,0.001,0.01,64,5,0.1,pgd,Clean,3,7,857,367
Class 39,1.0,0.00819672131147541,0.016260162601626018,122.0,Logistic Regression,30,30,32,4,42,GTSRB,./datasets/gtsrb/train,./datasets/gtsrb/val,5,10,0.001,0.01,64,5,0.1,pgd,Clean,3,7,857,367
Class 40,0.5384615384615384,0.0847457627118644,0.14644351464435146,413.0,Logistic Regression,30,30,32,4,42,GTSRB,./datasets/gtsrb/train,./datasets/gtsrb/val,5,10,0.001,0.01,64,5,0.1,pgd,Clean,3,7,857,367
Class 41,0.25,0.016587677725118485,0.03111111111111111,422.0,Logistic Regression,30,30,32,4,42,GTSRB,./datasets/gtsrb/train,./datasets/gtsrb/val,5,10,0.001,0.01,64,5,0.1,pgd,Clean,3,7,857,367
Class 42,0.48372093023255813,0.24355971896955503,0.32398753894080995,427.0,Logistic Regression,30,30,32,4,42,GTSRB,./datasets/gtsrb/train,./datasets/gtsrb/val,5,10,0.001,0.01,64,5,0.1,pgd,Clean,3,7,857,367
accuracy,0.39901226158038144,0.39901226158038144,0.39901226158038144,0.39901226158038144,Logistic Regression,30,30,32,4,42,GTSRB,./datasets/gtsrb/train,./datasets/gtsrb/val,5,10,0.001,0.01,64,5,0.1,pgd,Clean,3,7,857,367
macro avg,0.39970516901437186,0.2324141780608492,0.2156892585489477,11744.0,Logistic Regression,30,30,32,4,42,GTSRB,./datasets/gtsrb/train,./datasets/gtsrb/val,5,10,0.001,0.01,64,5,0.1,pgd,Clean,3,7,857,367
weighted avg,0.4262577530721787,0.39901226158038144,0.33648095394660876,11744.0,Logistic Regression,30,30,32,4,42,GTSRB,./datasets/gtsrb/train,./datasets/gtsrb/val,5,10,0.001,0.01,64,5,0.1,pgd,Clean,3,7,857,367
Class 0,0.0,0.0,0.0,64.0,Logistic Regression,30,30,32,4,42,GTSRB,./datasets/gtsrb/train,./datasets/gtsrb/val,5,10,0.001,0.01,64,5,0.1,pgd,Poisoned,3,7,857,367
Class 1,0.3317793317793318,0.646969696969697,0.43862352336928606,660.0,Logistic Regression,30,30,32,4,42,GTSRB,./datasets/gtsrb/train,./datasets/gtsrb/val,5,10,0.001,0.01,64,5,0.1,pgd,Poisoned,3,7,857,367
Class 2,0.27375296912114017,0.7447495961227787,0.4003473729917499,619.0,Logistic Regression,30,30,32,4,42,GTSRB,./datasets/gtsrb/train,./datasets/gtsrb/val,5,10,0.001,0.01,64,5,0.1,pgd,Poisoned,3,7,857,367
Class 3,0.45434298440979953,0.5204081632653061,0.48513674197384066,392.0,Logistic Regression,30,30,32,4,42,GTSRB,./datasets/gtsrb/train,./datasets/gtsrb/val,5,10,0.001,0.01,64,5,0.1,pgd,Poisoned,3,7,857,367
Class 4,0.8050221565731167,0.8449612403100775,0.8245083207261724,645.0,Logistic Regression,30,30,32,4,42,GTSRB,./datasets/gtsrb/train,./datasets/gtsrb/val,5,10,0.001,0.01,64,5,0.1,pgd,Poisoned,3,7,857,367
Class 5,0.7199488491048593,0.8674884437596302,0.7868623340321453,649.0,Logistic Regression,30,30,32,4,42,GTSRB,./datasets/gtsrb/train,./datasets/gtsrb/val,5,10,0.001,0.01,64,5,0.1,pgd,Poisoned,3,7,857,367
Class 6,0.367816091954023,0.13008130081300814,0.1921921921921922,246.0,Logistic Regression,30,30,32,4,42,GTSRB,./datasets/gtsrb/train,./datasets/gtsrb/val,5,10,0.001,0.01,64,5,0.1,pgd,Poisoned,3,7,857,367
Class 7,0.6285714285714286,0.11224489795918367,0.19047619047619047,196.0,Logistic Regression,30,30,32,4,42,GTSRB,./datasets/gtsrb/train,./datasets/gtsrb/val,5,10,0.001,0.01,64,5,0.1,pgd,Poisoned,3,7,857,367
Class 8,0.5,0.008,0.015748031496062992,125.0,Logistic Regression,30,30,32,4,42,GTSRB,./datasets/gtsrb/train,./datasets/gtsrb/val,5,10,0.001,0.01,64,5,0.1,pgd,Poisoned,3,7,857,367
Class 9,0.5557809330628803,0.8130563798219584,0.6602409638554216,337.0,Logistic Regression,30,30,32,4,42,GTSRB,./datasets/gtsrb/train,./datasets/gtsrb/val,5,10,0.001,0.01,64,5,0.1,pgd,Poisoned,3,7,857,367
Class 10,0.5248756218905473,0.5861111111111111,0.5538057742782152,360.0,Logistic Regression,30,30,32,4,42,GTSRB,./datasets/gtsrb/train,./datasets/gtsrb/val,5,10,0.001,0.01,64,5,0.1,pgd,Poisoned,3,7,857,367
Class 11,0.0,0.0,0.0,60.0,Logistic Regression,30,30,32,4,42,GTSRB,./datasets/gtsrb/train,./datasets/gtsrb/val,5,10,0.001,0.01,64,5,0.1,pgd,Poisoned,3,7,857,367
Class 12,0.36637931034482757,0.1221264367816092,0.18318965517241378,696.0,Logistic Regression,30,30,32,4,42,GTSRB,./datasets/gtsrb/train,./datasets/gtsrb/val,5,10,0.001,0.01,64,5,0.1,pgd,Poisoned,3,7,857,367
Class 13,0.0,0.0,0.0,89.0,Logistic Regression,30,30,32,4,42,GTSRB,./datasets/gtsrb/train,./datasets/gtsrb/val,5,10,0.001,0.01,64,5,0.1,pgd,Poisoned,3,7,857,367
Class 14,1.0,0.017699115044247787,0.034782608695652174,113.0,Logistic Regression,30,30,32,4,42,GTSRB,./datasets/gtsrb/train,./datasets/gtsrb/val,5,10,0.001,0.01,64,5,0.1,pgd,Poisoned,3,7,857,367
Class 15,0.29411764705882354,0.05319148936170213,0.09009009009009009,94.0,Logistic Regression,30,30,32,4,42,GTSRB,./datasets/gtsrb/train,./datasets/gtsrb/val,5,10,0.001,0.01,64,5,0.1,pgd,Poisoned,3,7,857,367
Class 16,0.0,0.0,0.0,144.0,Logistic Regression,30,30,32,4,42,GTSRB,./datasets/gtsrb/train,./datasets/gtsrb/val,5,10,0.001,0.01,64,5,0.1,pgd,Poisoned,3,7,857,367
Class 17,0.0,0.0,0.0,76.0,Logistic Regression,30,30,32,4,42,GTSRB,./datasets/gtsrb/train,./datasets/gtsrb/val,5,10,0.001,0.01,64,5,0.1,pgd,Poisoned,3,7,857,367
